name,region,est_no_tiles,split
20240226T074143_002765_ME,North Africa & Middle East,1,train
20240226T074353_002767_ME,North Africa & Middle East,1,train
20240226T091316_002761_ME,North Africa & Middle East,4,train
20240226T091316_002762_ME,North Africa & Middle East,1,train
20240226T091415_002759_ME,North Africa & Middle East,1,train
20240226T091415_002760_ME,North Africa & Middle East,1,train
20240226T091427_002756_ME,North Africa & Middle East,1,train
20240226T091427_002757_ME,North Africa & Middle East,1,train
20240226T091427_002758_ME,North Africa & Middle East,1,train
20240226T170104_002754_AM,North America,1,train
20240226T170140_002196_AM,North America,1,train
20240227T065331_002770_ME,North Africa & Middle East,4,train
20240227T180646_002768_SA,South America & South Africa,1,test
20240228T030250_002798_AS,SE Asia,1,test
20240228T043521_002794_AS,SE Asia,4,test
20240228T043557_002797_AS,SE Asia,1,test
20240302T163257_002900_SA,South America & South Africa,1,test
20240303T061034_002885_ME,North Africa & Middle East,4,train
20240305T123325_002889_SA,South America & South Africa,1,test
20240319T191259_002915_SA,South America & South Africa,1,test
20240321T083455_002920_AS,SE Asia,1,test
20240322T214509_002926_AM,North America,1,train
20240326T105614_002997_ME,North Africa & Middle East,1,train
20240326T105701_003001_ST,Stans,4,train
20240326T105701_003002_ST,Stans,1,train
20240326T201023_002993_AM,North America,1,train
20240327T070505_002992_CM,China & Mongolia,1,val
20240327T100708_002935_ME,North Africa & Middle East,1,train
20240327T100708_002936_ME,North Africa & Middle East,1,train
20240327T100708_002937_ME,North Africa & Middle East,1,train
20240327T131334_002934_ME,North Africa & Middle East,1,train
20240328T061714_002966_CM,China & Mongolia,1,val
20240328T061714_002969_CM,China & Mongolia,1,val
20240328T061714_002973_CM,China & Mongolia,1,val
20240328T061714_002974_CM,China & Mongolia,1,val
20240328T061714_002975_CM,China & Mongolia,1,val
20240328T061726_002972_CM,China & Mongolia,1,val
20240328T105328_002959_ME,North Africa & Middle East,1,train
20240328T105436_002962_ME,North Africa & Middle East,1,train
20240328T122508_002956_ME,North Africa & Middle East,1,train
20240328T201048_002954_AM,North America,4,train
20240329T192727_003062_AM,North America,1,train
20240331T113753_003106_ME,North Africa & Middle East,1,train
20240331T113753_003107_ME,North Africa & Middle East,1,train
20240331T113753_003108_ME,North Africa & Middle East,1,train
20240331T113753_003109_ME,North Africa & Middle East,1,train
20240331T113753_003110_ME,North Africa & Middle East,1,train
20240401T091851_003117_ME,North Africa & Middle East,4,train
20240401T091915_003118_ME,North Africa & Middle East,4,train
20240401T091915_003119_ME,North Africa & Middle East,1,train
20240401T091915_003120_ME,North Africa & Middle East,1,train
20240401T091938_003121_EU,Europe,16,train
20240403T074626_002989_ST,Stans,1,train
20240403T165815_002985_AM,North America,1,train
20240404T065336_003004_ME,North Africa & Middle East,4,train
20240404T065751_003003_ST,Stans,1,train
20240404T082837_003005_ME,North Africa & Middle East,4,train
20240404T160851_003006_AM,North America,1,train
20240405T074139_003007_ME,North Africa & Middle East,16,train
20240405T170129_002977_AM,North America,36,train
20240406T051831_003131_ME,North Africa & Middle East,1,train
20240407T152744_003123_AM,North America,1,train
20240408T052206_003013_ST,Stans,1,train
20240408T052206_003014_ST,Stans,1,train
20240408T052254_003015_ST,Stans,4,train
20240409T074435_003022_EU,Europe,10,train
20240413T075328_003129_CM,China & Mongolia,4,val
20240414T145436_003025_ME,North Africa & Middle East,4,train
20240415T062117_003034_CM,China & Mongolia,1,val
20240415T062117_003035_CM,China & Mongolia,1,val
20240415T062129_003037_CM,China & Mongolia,1,val
20240415T062141_003039_CM,China & Mongolia,1,val
20240415T062141_003042_CM,China & Mongolia,1,val
20240415T062141_003043_CM,China & Mongolia,1,val
20240415T062141_003044_CM,China & Mongolia,1,val
20240415T062152_003045_CM,China & Mongolia,1,val
20240415T062152_003046_CM,China & Mongolia,1,val
20240415T062152_003048_CM,China & Mongolia,1,val
20240415T092556_003027_ST,Stans,1,train
20240415T092556_003029_ST,Stans,1,train
20240415T092556_003031_ST,Stans,1,train
20240415T092556_003032_ST,Stans,1,train
20240416T070636_003140_CM,China & Mongolia,1,val
20240416T131651_003132_EU,Europe,1,train
20240416T131651_003133_EU,Europe,1,train
20240416T132003_003520_ME,North Africa & Middle East,1,train
20240417T105931_003184_ME,North Africa & Middle East,1,train
20240418T084009_003521_AS,SE Asia,1,test
20240418T114539_003522_ME,North Africa & Middle East,1,train
20240419T092411_003185_ME,North Africa & Middle East,1,train
20240419T092423_003186_ME,North Africa & Middle East,4,train
20240419T092423_003187_ME,North Africa & Middle East,1,train
20240419T092435_003190_ME,North Africa & Middle East,1,train
20240419T092435_003191_ME,North Africa & Middle East,1,train
20240419T092435_003192_ME,North Africa & Middle East,1,train
20240419T092534_003193_ME,North Africa & Middle East,16,train
20240419T092546_003194_ME,North Africa & Middle East,1,train
20240419T092633_003523_ME,North Africa & Middle East,1,train
20240420T083501_003054_ME,North Africa & Middle East,1,train
20240420T101448_003053_ME,North Africa & Middle East,1,train
20240421T074619_003063_ST,Stans,1,train
20240421T074619_003064_ST,Stans,1,train
20240421T074619_003065_ST,Stans,1,train
20240421T074619_003069_ST,Stans,1,train
20240421T184222_003061_AM,North America,17,train
20240422T065849_003073_ST,Stans,1,train
20240422T065849_003074_ST,Stans,1,train
20240422T161339_003072_AM,North America,1,train
20240422T175102_003071_AM,North America,1,train
20240423T030434_003093_CM,China & Mongolia,1,val
20240423T030434_003094_CM,China & Mongolia,1,val
20240423T030434_003095_CM,China & Mongolia,1,val
20240423T030434_003096_CM,China & Mongolia,1,val
20240423T030446_003097_CM,China & Mongolia,1,val
20240423T030446_003098_CM,China & Mongolia,1,val
20240423T030446_003099_CM,China & Mongolia,1,val
20240423T030446_003103_CM,China & Mongolia,1,val
20240423T060958_003087_ST,Stans,1,train
20240423T060958_003088_ST,Stans,1,train
20240423T060958_003090_ST,Stans,4,train
20240423T060958_003091_ST,Stans,4,train
20240423T074559_003083_ME,North Africa & Middle East,1,train
20240424T065551_003156_ME,North Africa & Middle East,1,train
20240425T060638_003157_ST,Stans,1,train
20240426T021336_003161_CM,China & Mongolia,1,val
20240426T021336_003162_CM,China & Mongolia,1,val
20240426T021348_003163_CM,China & Mongolia,1,val
20240426T021359_003165_CM,China & Mongolia,1,val
20240426T065431_003151_ME,North Africa & Middle East,1,train
20240426T065455_003152_ME,North Africa & Middle East,1,train
20240426T065455_003154_ME,North Africa & Middle East,1,train
20240427T073906_003150_ME,North Africa & Middle East,1,train
20240427T170001_003146_AM,North America,1,train
20240428T161224_003147_AM,North America,1,train
20240429T043310_003158_AS,SE Asia,1,test
20240501T153055_002580_SA,South America & South Africa,1,test
20240501T153055_003142_SA,South America & South Africa,1,test
20240501T153107_003143_SA,South America & South Africa,4,test
20240517T170655_003168_SA,South America & South Africa,4,test
20240522T132049_003172_ME,North Africa & Middle East,1,train
20240523T075552_003174_CM,China & Mongolia,1,val
20240523T075552_003175_CM,China & Mongolia,4,val
20240523T075552_003178_CM,China & Mongolia,1,val
20240523T075604_003180_CM,China & Mongolia,1,val
20240523T075604_003182_CM,China & Mongolia,1,val
20240523T075604_003183_CM,China & Mongolia,1,val
20240524T114612_003200_ST,Stans,1,train
20240524T114624_003199_ST,Stans,1,train
20240524T114624_003201_ST,Stans,1,train
20240526T114627_003167_ST,Stans,1,train
20240530T131829_003208_EU,Europe,4,train
20240606T151017_003236_AM,North America,4,train
20240606T151017_003237_AM,North America,1,train
20240606T151017_003238_AM,North America,1,train
20240606T151017_003239_AM,North America,4,train
20240608T041803_003215_ME,North Africa & Middle East,1,train
20240608T041902_003216_AS,SE Asia,1,test
20240608T122634_003217_ST,Stans,1,train
20240608T122634_003218_ST,Stans,1,train
20240609T050226_003220_ME,North Africa & Middle East,4,train
20240609T050531_003221_ME,North Africa & Middle East,1,train
20240609T050543_003222_ME,North Africa & Middle East,1,train
20240609T050607_003225_ME,North Africa & Middle East,16,train
20240609T050607_003226_ME,North Africa & Middle East,1,train
20240609T142206_003219_AM,North America,4,train
20240610T011426_003234_CM,China & Mongolia,1,val
20240610T041628_003229_ME,North Africa & Middle East,4,train
20240610T041715_003230_ME,North Africa & Middle East,16,train
20240610T041727_003232_ME,North Africa & Middle East,1,train
20240610T041739_003233_ME,North Africa & Middle East,4,train
20240612T105308_003311_AS,SE Asia,1,test
20240612T135823_003244_ME,North Africa & Middle East,1,train
20240615T015805_003243_CM,China & Mongolia,4,val
20240619T050711_003329_EU,Europe,6,train
20240619T050711_003330_EU,Europe,7,train
20240623T064530_003252_EU,Europe,1,train
20240623T065329_003254_AS,SE Asia,1,test
20240623T082351_003251_ME,North Africa & Middle East,1,train
20240623T095646_003249_ME,North Africa & Middle East,1,train
20240624T025623_003265_CM,China & Mongolia,1,val
20240624T073352_003259_EU,Europe,1,train
20240624T073515_003260_EU,Europe,1,train
20240624T073538_003261_ME,North Africa & Middle East,1,train
20240624T073918_003262_ME,North Africa & Middle East,1,train
20240624T073918_003263_ME,North Africa & Middle East,1,train
20240624T151739_003256_AM,North America,4,train
20240624T151751_003257_AM,North America,1,train
20240625T020841_003286_CM,China & Mongolia,1,val
20240625T020904_003290_CM,China & Mongolia,1,val
20240625T020904_003291_CM,China & Mongolia,4,val
20240625T020904_003292_CM,China & Mongolia,1,val
20240625T020904_003293_CM,China & Mongolia,1,val
20240625T020940_003294_CM,China & Mongolia,1,val
20240625T020940_003295_CM,China & Mongolia,4,val
20240625T051339_003283_ST,Stans,1,train
20240625T051438_003284_ST,Stans,4,train
20240625T051438_003285_ST,Stans,1,train
20240625T064958_003275_ME,North Africa & Middle East,1,train
20240625T065010_003276_ME,North Africa & Middle East,1,train
20240625T065010_003277_ME,North Africa & Middle East,1,train
20240625T065021_003278_ME,North Africa & Middle East,1,train
20240625T065021_003279_ME,North Africa & Middle East,1,train
20240625T065045_003280_ME,North Africa & Middle East,16,train
20240625T065122_003281_ME,North Africa & Middle East,1,train
20240625T065122_003282_ME,North Africa & Middle East,1,train
20240625T082337_003269_ME,North Africa & Middle East,4,train
20240625T082337_003274_ME,North Africa & Middle East,1,train
20240625T082349_003270_ME,North Africa & Middle East,1,train
20240625T082349_003271_ME,North Africa & Middle East,1,train
20240625T082349_003272_ME,North Africa & Middle East,4,train
20240625T082349_003273_ME,North Africa & Middle East,4,train
20240625T173943_003268_AM,North America,1,train
20240626T060123_003300_ME,North Africa & Middle East,4,train
20240626T060135_003301_ME,North Africa & Middle East,1,train
20240627T064756_003362_ME,North Africa & Middle East,1,train
20240627T160544_003332_AM,North America,1,train
20240627T160655_003334_AM,North America,1,train
20240628T060014_003364_ME,North Africa & Middle East,1,train
20240701T145112_003312_SA,South America & South Africa,4,test
20240701T162527_003313_SA,South America & South Africa,16,test
20240702T042711_003317_ME,North Africa & Middle East,1,train
20240703T131452_003321_SA,South America & South Africa,4,test
20240703T131452_003324_SA,South America & South Africa,4,test
20240703T131504_003318_SA,South America & South Africa,1,test
20240703T131504_003319_SA,South America & South Africa,1,test
20240703T131504_003320_SA,South America & South Africa,16,test
20240703T145156_003325_SA,South America & South Africa,16,test
20240719T135301_003340_ME,North Africa & Middle East,1,train
20240719T165816_003339_ME,North Africa & Middle East,1,train
20240720T155223_003342_SA,South America & South Africa,1,test
20240720T155235_003344_SA,South America & South Africa,1,test
20240721T104340_003348_AS,SE Asia,1,test
20240722T112812_003353_ME,North Africa & Middle East,1,train
20240722T112859_003354_ME,North Africa & Middle East,1,train
20240722T112911_003355_ME,North Africa & Middle East,1,train
20240722T130241_003352_ME,North Africa & Middle East,1,train
20240722T143518_003350_ME,North Africa & Middle East,1,train
20240722T143518_003351_ME,North Africa & Middle East,1,train
20240728T095147_003382_ME,North Africa & Middle East,1,train
20240728T095147_003383_ME,North Africa & Middle East,1,train
20240728T095246_003384_ST,Stans,16,train
20240728T095246_003385_ST,Stans,4,train
20240728T095246_003386_ST,Stans,5,train
20240728T095246_003387_ST,Stans,16,train
20240728T112158_003381_ME,North Africa & Middle East,1,train
20240729T090210_003389_ME,North Africa & Middle East,1,train
20240729T103728_003388_EU,Europe,1,train
20240730T095231_003392_ST,Stans,1,train
20240730T095231_003393_ST,Stans,1,train
20240730T095231_003394_ST,Stans,1,train
20240730T190438_003390_AM,North America,1,train
20240801T081231_003430_ME,North Africa & Middle East,1,train
20240801T081411_003435_ME,North Africa & Middle East,4,train
20240801T081556_003436_ST,Stans,1,train
20240803T190415_003508_AM,North America,1,train
20240803T190427_003507_AM,North America,1,train
20240805T094506_003404_ME,North Africa & Middle East,1,train
20240805T155250_003403_AM,North America,1,train
20240805T172803_003402_AM,North America,4,train
20240806T072253_003414_ME,North Africa & Middle East,1,train
20240806T085622_003410_ME,North Africa & Middle East,1,train
20240806T085622_003411_ME,North Africa & Middle East,1,train
20240806T085622_003412_ME,North Africa & Middle East,1,train
20240806T085622_003413_ME,North Africa & Middle East,4,train
20240807T063606_003419_ME,North Africa & Middle East,1,train
20240807T063606_003420_ME,North Africa & Middle East,4,train
20240807T063753_003421_ME,North Africa & Middle East,4,train
20240807T064102_003422_ST,Stans,1,train
20240807T064114_003423_ST,Stans,1,train
20240812T104614_003448_ST,Stans,1,train
20240812T104614_003449_ST,Stans,1,train
20240812T122201_003447_ME,North Africa & Middle East,1,train
20240812T135306_003446_EU,Europe,1,train
20240812T213903_003439_AM,North America,1,train
20240812T213903_003440_AM,North America,1,train
20240812T213903_003441_AM,North America,1,train
20240812T213903_003442_AM,North America,1,train
20240812T213903_003443_AM,North America,1,train
20240812T213903_003444_AM,North America,1,train
20240812T213914_003445_AM,North America,1,train
20240813T113529_003452_ME,North Africa & Middle East,1,train
20240814T122058_003454_ME,North Africa & Middle East,1,train
20240815T082321_003455_ST,Stans,1,train
20240821T033855_003605_CM,China & Mongolia,1,val
20240821T033906_003596_CM,China & Mongolia,1,val
20240821T033906_003601_CM,China & Mongolia,4,val
20240821T033906_003602_CM,China & Mongolia,1,val
20240821T033918_003593_CM,China & Mongolia,1,val
20240821T081938_003576_ME,North Africa & Middle East,1,train
20240821T081938_003577_ME,North Africa & Middle East,1,train
20240821T081949_003578_ME,North Africa & Middle East,1,train
20240821T081949_003581_ME,North Africa & Middle East,1,train
20240821T081949_003582_ME,North Africa & Middle East,1,train
20240821T082001_003584_ME,North Africa & Middle East,1,train
20240821T082152_003589_ME,North Africa & Middle East,1,train
20240823T051729_003475_AS,SE Asia,1,test
20240823T081638_003472_ME,North Africa & Middle East,16,train
20240823T173410_003462_AM,North America,1,train
20240823T173410_003463_AM,North America,1,train
20240823T173410_003464_AM,North America,1,train
20240823T173421_003465_AM,North America,1,train
20240823T173527_003467_AM,North America,1,train
20240823T173603_003468_AM,North America,1,train
20240823T173814_003469_AM,North America,46,train
20240824T055459_003482_ST,Stans,4,train
20240824T055459_003483_ST,Stans,4,train
20240824T072809_003481_ME,North Africa & Middle East,1,train
20240824T103424_003479_ME,North Africa & Middle East,4,train
20240825T050632_003503_ST,Stans,1,train
20240825T064225_003494_ME,North Africa & Middle East,16,train
20240825T064237_003496_ME,North Africa & Middle East,1,train
20240825T064249_003497_ME,North Africa & Middle East,4,train
20240825T064312_003498_ME,North Africa & Middle East,1,train
20240825T064312_003499_ME,North Africa & Middle East,1,train
20240825T064423_003500_ME,North Africa & Middle East,1,train
20240825T064423_003501_ME,North Africa & Middle East,1,train
20240825T064509_003502_ME,North Africa & Middle East,1,train
20240825T081550_003491_ME,North Africa & Middle East,1,train
20240825T081550_003492_ME,North Africa & Middle East,1,train
20240825T173115_003486_AM,North America,1,train
20240825T173139_003488_AM,North America,1,train
20240825T173151_003489_AM,North America,1,train
20240826T055324_003570_ME,North Africa & Middle East,16,train
20240826T170043_003568_SA,South America & South Africa,1,test
20240830T134429_003510_SA,South America & South Africa,1,test
20240830T135304_003511_SA,South America & South Africa,1,test
20240902T130832_003513_SA,South America & South Africa,4,test
20240916T134358_003524_SA,South America & South Africa,4,test
20240918T164518_003525_SA,South America & South Africa,1,test
20240921T173339_003555_SA,South America & South Africa,1,test
20240921T173339_003559_SA,South America & South Africa,1,test
20240924T104840_003565_ME,North Africa & Middle East,1,train
20240924T133617_003564_SA,South America & South Africa,1,test
20240927T130748_003541_ME,North Africa & Middle East,1,train
20240928T104449_003546_ME,North Africa & Middle East,1,train
20240928T104501_003547_ME,North Africa & Middle East,1,train
20240928T104513_003548_ME,North Africa & Middle East,1,train
20240928T104525_003549_ME,North Africa & Middle East,1,train
20240928T182821_003533_AM,North America,1,train
20240928T182908_003534_AM,North America,1,train
20240929T113148_003543_ME,North Africa & Middle East,1,train
20240929T113148_003544_ME,North Africa & Middle East,1,train
20240930T091145_003550_ME,North Africa & Middle East,7,train
20240930T091314_003551_EU,Europe,4,train
20240930T091314_003552_EU,Europe,4,train
20240930T182953_003530_AM,North America,4,train
20240930T200354_003528_AM,North America,1,train
20241001T191803_003618_AM,North America,1,train
20241001T191827_003617_AM,North America,1,train
20241003T065107_003631_ST,Stans,1,train
20241003T065154_003632_ST,Stans,1,train
20241003T065206_003633_ST,Stans,16,train
20241003T082129_003629_ME,North Africa & Middle East,1,train
20241003T160209_003626_AM,North America,1,train
20241004T025747_003647_CM,China & Mongolia,4,val
20241004T025747_003648_CM,China & Mongolia,1,val
20241004T025759_003652_CM,China & Mongolia,1,val
20241004T025759_003653_CM,China & Mongolia,1,val
20241004T025759_003654_CM,China & Mongolia,1,val
20241004T073609_003640_ME,North Africa & Middle East,11,train
20241004T073609_003642_ME,North Africa & Middle East,4,train
20241004T073609_003643_ME,North Africa & Middle East,1,train
20241004T073609_003645_ME,North Africa & Middle East,16,train
20241004T090633_003639_ME,North Africa & Middle East,1,train
20241004T165227_003636_AM,North America,1,train
20241004T182715_003634_AM,North America,1,train
20241005T095454_003683_ME,North Africa & Middle East,1,train
20241005T160604_003663_AM,North America,16,train
20241006T090738_003685_ME,North Africa & Middle East,1,train
20241006T165457_003658_AM,North America,1,train
20241007T082015_003686_ME,North Africa & Middle East,4,train
20241010T201028_003656_AM,North America,4,train
20241011T223625_003666_AM,North America,1,train
20241012T123436_003668_ME,North Africa & Middle East,1,train
20241012T215351_003667_AM,North America,4,train
20241014T201756_003690_AM,North America,1,train
20241015T114923_003697_ME,North Africa & Middle East,1,train
20241017T083946_003674_AS,SE Asia,1,test
20241019T100941_003675_ME,North Africa & Middle East,1,train
20241020T092144_003679_ME,North Africa & Middle East,4,train
20241020T170504_003677_AM,North America,16,train
20241026T061152_003688_ME,North Africa & Middle East,1,train
20241026T061204_003689_ME,North Africa & Middle East,1,train
20241026T172133_003687_SA,South America & South Africa,4,test
