name,region,acronym,est_no_tiles,split
20240226T074143_002765,North Africa & Middle East,ME,1,train
20240226T074353_002767,North Africa & Middle East,ME,1,train
20240226T091316_002761,North Africa & Middle East,ME,4,train
20240226T091316_002762,North Africa & Middle East,ME,1,train
20240226T091415_002759,North Africa & Middle East,ME,1,train
20240226T091415_002760,North Africa & Middle East,ME,1,train
20240226T091427_002756,North Africa & Middle East,ME,1,train
20240226T091427_002757,North Africa & Middle East,ME,1,train
20240226T091427_002758,North Africa & Middle East,ME,1,train
20240226T170104_002754,North America,AM,1,train
20240226T170140_002196,North America,AM,1,train
20240227T065331_002770,North Africa & Middle East,ME,4,train
20240227T180646_002768,South America & South Africa,SA,1,test
20240228T030250_002798,SE Asia,AS,1,test
20240228T043521_002794,SE Asia,AS,4,test
20240228T043557_002797,SE Asia,AS,1,test
20240302T163257_002900,South America & South Africa,SA,1,test
20240303T061034_002885,North Africa & Middle East,ME,4,train
20240305T123325_002889,South America & South Africa,SA,1,test
20240319T191259_002915,South America & South Africa,SA,1,test
20240321T083455_002920,SE Asia,AS,1,test
20240322T214509_002926,North America,AM,1,train
20240326T105614_002997,North Africa & Middle East,ME,1,train
20240326T105701_003001,Stans,ST,4,train
20240326T105701_003002,Stans,ST,1,train
20240326T201023_002993,North America,AM,1,train
20240327T070505_002992,China & Mongolia,CM,1,val
20240327T100708_002935,North Africa & Middle East,ME,1,train
20240327T100708_002936,North Africa & Middle East,ME,1,train
20240327T100708_002937,North Africa & Middle East,ME,1,train
20240327T131334_002934,North Africa & Middle East,ME,1,train
20240328T061714_002966,China & Mongolia,CM,1,val
20240328T061714_002969,China & Mongolia,CM,1,val
20240328T061714_002973,China & Mongolia,CM,1,val
20240328T061714_002974,China & Mongolia,CM,1,val
20240328T061714_002975,China & Mongolia,CM,1,val
20240328T061726_002972,China & Mongolia,CM,1,val
20240328T105328_002959,North Africa & Middle East,ME,1,train
20240328T105436_002962,North Africa & Middle East,ME,1,train
20240328T122508_002956,North Africa & Middle East,ME,1,train
20240328T201048_002954,North America,AM,4,train
20240329T192727_003062,North America,AM,1,train
20240331T113753_003106,North Africa & Middle East,ME,1,train
20240331T113753_003107,North Africa & Middle East,ME,1,train
20240331T113753_003108,North Africa & Middle East,ME,1,train
20240331T113753_003109,North Africa & Middle East,ME,1,train
20240331T113753_003110,North Africa & Middle East,ME,1,train
20240401T091851_003117,North Africa & Middle East,ME,4,train
20240401T091915_003118,North Africa & Middle East,ME,4,train
20240401T091915_003119,North Africa & Middle East,ME,1,train
20240401T091915_003120,North Africa & Middle East,ME,1,train
20240401T091938_003121,Europe,EU,16,train
20240403T074626_002989,Stans,ST,1,train
20240403T165815_002985,North America,AM,1,train
20240404T065336_003004,North Africa & Middle East,ME,4,train
20240404T065751_003003,Stans,ST,1,train
20240404T082837_003005,North Africa & Middle East,ME,4,train
20240404T160851_003006,North America,AM,1,train
20240405T074139_003007,North Africa & Middle East,ME,16,train
20240405T170129_002977,North America,AM,36,train
20240406T051831_003131,North Africa & Middle East,ME,1,train
20240407T152744_003123,North America,AM,1,train
20240408T052206_003013,Stans,ST,1,train
20240408T052206_003014,Stans,ST,1,train
20240408T052254_003015,Stans,ST,4,train
20240409T074435_003022,Europe,EU,10,train
20240413T075328_003129,China & Mongolia,CM,4,val
20240414T145436_003025,North Africa & Middle East,ME,4,train
20240415T062117_003034,China & Mongolia,CM,1,val
20240415T062117_003035,China & Mongolia,CM,1,val
20240415T062129_003037,China & Mongolia,CM,1,val
20240415T062141_003039,China & Mongolia,CM,1,val
20240415T062141_003042,China & Mongolia,CM,1,val
20240415T062141_003043,China & Mongolia,CM,1,val
20240415T062141_003044,China & Mongolia,CM,1,val
20240415T062152_003045,China & Mongolia,CM,1,val
20240415T062152_003046,China & Mongolia,CM,1,val
20240415T062152_003048,China & Mongolia,CM,1,val
20240415T092556_003027,Stans,ST,1,train
20240415T092556_003029,Stans,ST,1,train
20240415T092556_003031,Stans,ST,1,train
20240415T092556_003032,Stans,ST,1,train
20240416T070636_003140,China & Mongolia,CM,1,val
20240416T131651_003132,Europe,EU,1,train
20240416T131651_003133,Europe,EU,1,train
20240416T132003_003520,North Africa & Middle East,ME,1,train
20240417T105931_003184,North Africa & Middle East,ME,1,train
20240418T084009_003521,SE Asia,AS,1,test
20240418T114539_003522,North Africa & Middle East,ME,1,train
20240419T092411_003185,North Africa & Middle East,ME,1,train
20240419T092423_003186,North Africa & Middle East,ME,4,train
20240419T092423_003187,North Africa & Middle East,ME,1,train
20240419T092435_003190,North Africa & Middle East,ME,1,train
20240419T092435_003191,North Africa & Middle East,ME,1,train
20240419T092435_003192,North Africa & Middle East,ME,1,train
20240419T092534_003193,North Africa & Middle East,ME,16,train
20240419T092546_003194,North Africa & Middle East,ME,1,train
20240419T092633_003523,North Africa & Middle East,ME,1,train
20240420T083501_003054,North Africa & Middle East,ME,1,train
20240420T101448_003053,North Africa & Middle East,ME,1,train
20240421T074619_003063,Stans,ST,1,train
20240421T074619_003064,Stans,ST,1,train
20240421T074619_003065,Stans,ST,1,train
20240421T074619_003069,Stans,ST,1,train
20240421T184222_003061,North America,AM,17,train
20240422T065849_003073,Stans,ST,1,train
20240422T065849_003074,Stans,ST,1,train
20240422T161339_003072,North America,AM,1,train
20240422T175102_003071,North America,AM,1,train
20240423T030434_003093,China & Mongolia,CM,1,val
20240423T030434_003094,China & Mongolia,CM,1,val
20240423T030434_003095,China & Mongolia,CM,1,val
20240423T030434_003096,China & Mongolia,CM,1,val
20240423T030446_003097,China & Mongolia,CM,1,val
20240423T030446_003098,China & Mongolia,CM,1,val
20240423T030446_003099,China & Mongolia,CM,1,val
20240423T030446_003103,China & Mongolia,CM,1,val
20240423T060958_003087,Stans,ST,1,train
20240423T060958_003088,Stans,ST,1,train
20240423T060958_003090,Stans,ST,4,train
20240423T060958_003091,Stans,ST,4,train
20240423T074559_003083,North Africa & Middle East,ME,1,train
20240424T065551_003156,North Africa & Middle East,ME,1,train
20240425T060638_003157,Stans,ST,1,train
20240426T021336_003161,China & Mongolia,CM,1,val
20240426T021336_003162,China & Mongolia,CM,1,val
20240426T021348_003163,China & Mongolia,CM,1,val
20240426T021359_003165,China & Mongolia,CM,1,val
20240426T065431_003151,North Africa & Middle East,ME,1,train
20240426T065455_003152,North Africa & Middle East,ME,1,train
20240426T065455_003154,North Africa & Middle East,ME,1,train
20240427T073906_003150,North Africa & Middle East,ME,1,train
20240427T170001_003146,North America,AM,1,train
20240428T161224_003147,North America,AM,1,train
20240429T043310_003158,SE Asia,AS,1,test
20240501T153055_002580,South America & South Africa,SA,1,test
20240501T153055_003142,South America & South Africa,SA,1,test
20240501T153107_003143,South America & South Africa,SA,4,test
20240517T170655_003168,South America & South Africa,SA,4,test
20240522T132049_003172,North Africa & Middle East,ME,1,train
20240523T075552_003174,China & Mongolia,CM,1,val
20240523T075552_003175,China & Mongolia,CM,4,val
20240523T075552_003178,China & Mongolia,CM,1,val
20240523T075604_003180,China & Mongolia,CM,1,val
20240523T075604_003182,China & Mongolia,CM,1,val
20240523T075604_003183,China & Mongolia,CM,1,val
20240524T114612_003200,Stans,ST,1,train
20240524T114624_003199,Stans,ST,1,train
20240524T114624_003201,Stans,ST,1,train
20240526T114627_003167,Stans,ST,1,train
20240530T131829_003208,Europe,EU,4,train
20240606T151017_003236,North America,AM,4,train
20240606T151017_003237,North America,AM,1,train
20240606T151017_003238,North America,AM,1,train
20240606T151017_003239,North America,AM,4,train
20240608T041803_003215,North Africa & Middle East,ME,1,train
20240608T041902_003216,SE Asia,AS,1,test
20240608T122634_003217,Stans,ST,1,train
20240608T122634_003218,Stans,ST,1,train
20240609T050226_003220,North Africa & Middle East,ME,4,train
20240609T050531_003221,North Africa & Middle East,ME,1,train
20240609T050543_003222,North Africa & Middle East,ME,1,train
20240609T050607_003225,North Africa & Middle East,ME,16,train
20240609T050607_003226,North Africa & Middle East,ME,1,train
20240609T142206_003219,North America,AM,4,train
20240610T011426_003234,China & Mongolia,CM,1,val
20240610T041628_003229,North Africa & Middle East,ME,4,train
20240610T041715_003230,North Africa & Middle East,ME,16,train
20240610T041727_003232,North Africa & Middle East,ME,1,train
20240610T041739_003233,North Africa & Middle East,ME,4,train
20240612T105308_003311,SE Asia,AS,1,test
20240612T135823_003244,North Africa & Middle East,ME,1,train
20240615T015805_003243,China & Mongolia,CM,4,val
20240619T050711_003329,Europe,EU,6,train
20240619T050711_003330,Europe,EU,7,train
20240623T064530_003252,Europe,EU,1,train
20240623T065329_003254,SE Asia,AS,1,test
20240623T082351_003251,North Africa & Middle East,ME,1,train
20240623T095646_003249,North Africa & Middle East,ME,1,train
20240624T025623_003265,China & Mongolia,CM,1,val
20240624T073352_003259,Europe,EU,1,train
20240624T073515_003260,Europe,EU,1,train
20240624T073538_003261,North Africa & Middle East,ME,1,train
20240624T073918_003262,North Africa & Middle East,ME,1,train
20240624T073918_003263,North Africa & Middle East,ME,1,train
20240624T151739_003256,North America,AM,4,train
20240624T151751_003257,North America,AM,1,train
20240625T020841_003286,China & Mongolia,CM,1,val
20240625T020904_003290,China & Mongolia,CM,1,val
20240625T020904_003291,China & Mongolia,CM,4,val
20240625T020904_003292,China & Mongolia,CM,1,val
20240625T020904_003293,China & Mongolia,CM,1,val
20240625T020940_003294,China & Mongolia,CM,1,val
20240625T020940_003295,China & Mongolia,CM,4,val
20240625T051339_003283,Stans,ST,1,train
20240625T051438_003284,Stans,ST,4,train
20240625T051438_003285,Stans,ST,1,train
20240625T064958_003275,North Africa & Middle East,ME,1,train
20240625T065010_003276,North Africa & Middle East,ME,1,train
20240625T065010_003277,North Africa & Middle East,ME,1,train
20240625T065021_003278,North Africa & Middle East,ME,1,train
20240625T065021_003279,North Africa & Middle East,ME,1,train
20240625T065045_003280,North Africa & Middle East,ME,16,train
20240625T065122_003281,North Africa & Middle East,ME,1,train
20240625T065122_003282,North Africa & Middle East,ME,1,train
20240625T082337_003269,North Africa & Middle East,ME,4,train
20240625T082337_003274,North Africa & Middle East,ME,1,train
20240625T082349_003270,North Africa & Middle East,ME,1,train
20240625T082349_003271,North Africa & Middle East,ME,1,train
20240625T082349_003272,North Africa & Middle East,ME,4,train
20240625T082349_003273,North Africa & Middle East,ME,4,train
20240625T173943_003268,North America,AM,1,train
20240626T060123_003300,North Africa & Middle East,ME,4,train
20240626T060135_003301,North Africa & Middle East,ME,1,train
20240627T064756_003362,North Africa & Middle East,ME,1,train
20240627T160544_003332,North America,AM,1,train
20240627T160655_003334,North America,AM,1,train
20240628T060014_003364,North Africa & Middle East,ME,1,train
20240701T145112_003312,South America & South Africa,SA,4,test
20240701T162527_003313,South America & South Africa,SA,16,test
20240702T042711_003317,North Africa & Middle East,ME,1,train
20240703T131452_003321,South America & South Africa,SA,4,test
20240703T131452_003324,South America & South Africa,SA,4,test
20240703T131504_003318,South America & South Africa,SA,1,test
20240703T131504_003319,South America & South Africa,SA,1,test
20240703T131504_003320,South America & South Africa,SA,16,test
20240703T145156_003325,South America & South Africa,SA,16,test
20240719T135301_003340,North Africa & Middle East,ME,1,train
20240719T165816_003339,North Africa & Middle East,ME,1,train
20240720T155223_003342,South America & South Africa,SA,1,test
20240720T155235_003344,South America & South Africa,SA,1,test
20240721T104340_003348,SE Asia,AS,1,test
20240722T112812_003353,North Africa & Middle East,ME,1,train
20240722T112859_003354,North Africa & Middle East,ME,1,train
20240722T112911_003355,North Africa & Middle East,ME,1,train
20240722T130241_003352,North Africa & Middle East,ME,1,train
20240722T143518_003350,North Africa & Middle East,ME,1,train
20240722T143518_003351,North Africa & Middle East,ME,1,train
20240728T095147_003382,North Africa & Middle East,ME,1,train
20240728T095147_003383,North Africa & Middle East,ME,1,train
20240728T095246_003384,Stans,ST,16,train
20240728T095246_003385,Stans,ST,4,train
20240728T095246_003386,Stans,ST,5,train
20240728T095246_003387,Stans,ST,16,train
20240728T112158_003381,North Africa & Middle East,ME,1,train
20240729T090210_003389,North Africa & Middle East,ME,1,train
20240729T103728_003388,Europe,EU,1,train
20240730T095231_003392,Stans,ST,1,train
20240730T095231_003393,Stans,ST,1,train
20240730T095231_003394,Stans,ST,1,train
20240730T190438_003390,North America,AM,1,train
20240801T081231_003430,North Africa & Middle East,ME,1,train
20240801T081411_003435,North Africa & Middle East,ME,4,train
20240801T081556_003436,Stans,ST,1,train
20240803T190415_003508,North America,AM,1,train
20240803T190427_003507,North America,AM,1,train
20240805T094506_003404,North Africa & Middle East,ME,1,train
20240805T155250_003403,North America,AM,1,train
20240805T172803_003402,North America,AM,4,train
20240806T072253_003414,North Africa & Middle East,ME,1,train
20240806T085622_003410,North Africa & Middle East,ME,1,train
20240806T085622_003411,North Africa & Middle East,ME,1,train
20240806T085622_003412,North Africa & Middle East,ME,1,train
20240806T085622_003413,North Africa & Middle East,ME,4,train
20240807T063606_003419,North Africa & Middle East,ME,1,train
20240807T063606_003420,North Africa & Middle East,ME,4,train
20240807T063753_003421,North Africa & Middle East,ME,4,train
20240807T064102_003422,Stans,ST,1,train
20240807T064114_003423,Stans,ST,1,train
20240812T104614_003448,Stans,ST,1,train
20240812T104614_003449,Stans,ST,1,train
20240812T122201_003447,North Africa & Middle East,ME,1,train
20240812T135306_003446,Europe,EU,1,train
20240812T213903_003439,North America,AM,1,train
20240812T213903_003440,North America,AM,1,train
20240812T213903_003441,North America,AM,1,train
20240812T213903_003442,North America,AM,1,train
20240812T213903_003443,North America,AM,1,train
20240812T213903_003444,North America,AM,1,train
20240812T213914_003445,North America,AM,1,train
20240813T113529_003452,North Africa & Middle East,ME,1,train
20240814T122058_003454,North Africa & Middle East,ME,1,train
20240815T082321_003455,Stans,ST,1,train
20240821T033855_003605,China & Mongolia,CM,1,val
20240821T033906_003596,China & Mongolia,CM,1,val
20240821T033906_003601,China & Mongolia,CM,4,val
20240821T033906_003602,China & Mongolia,CM,1,val
20240821T033918_003593,China & Mongolia,CM,1,val
20240821T081938_003576,North Africa & Middle East,ME,1,train
20240821T081938_003577,North Africa & Middle East,ME,1,train
20240821T081949_003578,North Africa & Middle East,ME,1,train
20240821T081949_003581,North Africa & Middle East,ME,1,train
20240821T081949_003582,North Africa & Middle East,ME,1,train
20240821T082001_003584,North Africa & Middle East,ME,1,train
20240821T082152_003589,North Africa & Middle East,ME,1,train
20240823T051729_003475,SE Asia,AS,1,test
20240823T081638_003472,North Africa & Middle East,ME,16,train
20240823T173410_003462,North America,AM,1,train
20240823T173410_003463,North America,AM,1,train
20240823T173410_003464,North America,AM,1,train
20240823T173421_003465,North America,AM,1,train
20240823T173527_003467,North America,AM,1,train
20240823T173603_003468,North America,AM,1,train
20240823T173814_003469,North America,AM,46,train
20240824T055459_003482,Stans,ST,4,train
20240824T055459_003483,Stans,ST,4,train
20240824T072809_003481,North Africa & Middle East,ME,1,train
20240824T103424_003479,North Africa & Middle East,ME,4,train
20240825T050632_003503,Stans,ST,1,train
20240825T064225_003494,North Africa & Middle East,ME,16,train
20240825T064237_003496,North Africa & Middle East,ME,1,train
20240825T064249_003497,North Africa & Middle East,ME,4,train
20240825T064312_003498,North Africa & Middle East,ME,1,train
20240825T064312_003499,North Africa & Middle East,ME,1,train
20240825T064423_003500,North Africa & Middle East,ME,1,train
20240825T064423_003501,North Africa & Middle East,ME,1,train
20240825T064509_003502,North Africa & Middle East,ME,1,train
20240825T081550_003491,North Africa & Middle East,ME,1,train
20240825T081550_003492,North Africa & Middle East,ME,1,train
20240825T173115_003486,North America,AM,1,train
20240825T173139_003488,North America,AM,1,train
20240825T173151_003489,North America,AM,1,train
20240826T055324_003570,North Africa & Middle East,ME,16,train
20240826T170043_003568,South America & South Africa,SA,1,test
20240830T134429_003510,South America & South Africa,SA,1,test
20240830T135304_003511,South America & South Africa,SA,1,test
20240902T130832_003513,South America & South Africa,SA,4,test
20240916T134358_003524,South America & South Africa,SA,4,test
20240918T164518_003525,South America & South Africa,SA,1,test
20240921T173339_003555,South America & South Africa,SA,1,test
20240921T173339_003559,South America & South Africa,SA,1,test
20240924T104840_003565,North Africa & Middle East,ME,1,train
20240924T133617_003564,South America & South Africa,SA,1,test
20240927T130748_003541,North Africa & Middle East,ME,1,train
20240928T104449_003546,North Africa & Middle East,ME,1,train
20240928T104501_003547,North Africa & Middle East,ME,1,train
20240928T104513_003548,North Africa & Middle East,ME,1,train
20240928T104525_003549,North Africa & Middle East,ME,1,train
20240928T182821_003533,North America,AM,1,train
20240928T182908_003534,North America,AM,1,train
20240929T113148_003543,North Africa & Middle East,ME,1,train
20240929T113148_003544,North Africa & Middle East,ME,1,train
20240930T091145_003550,North Africa & Middle East,ME,7,train
20240930T091314_003551,Europe,EU,4,train
20240930T091314_003552,Europe,EU,4,train
20240930T182953_003530,North America,AM,4,train
20240930T200354_003528,North America,AM,1,train
20241001T191803_003618,North America,AM,1,train
20241001T191827_003617,North America,AM,1,train
20241003T065107_003631,Stans,ST,1,train
20241003T065154_003632,Stans,ST,1,train
20241003T065206_003633,Stans,ST,16,train
20241003T082129_003629,North Africa & Middle East,ME,1,train
20241003T160209_003626,North America,AM,1,train
20241004T025747_003647,China & Mongolia,CM,4,val
20241004T025747_003648,China & Mongolia,CM,1,val
20241004T025759_003652,China & Mongolia,CM,1,val
20241004T025759_003653,China & Mongolia,CM,1,val
20241004T025759_003654,China & Mongolia,CM,1,val
20241004T073609_003640,North Africa & Middle East,ME,11,train
20241004T073609_003642,North Africa & Middle East,ME,4,train
20241004T073609_003643,North Africa & Middle East,ME,1,train
20241004T073609_003645,North Africa & Middle East,ME,16,train
20241004T090633_003639,North Africa & Middle East,ME,1,train
20241004T165227_003636,North America,AM,1,train
20241004T182715_003634,North America,AM,1,train
20241005T095454_003683,North Africa & Middle East,ME,1,train
20241005T160604_003663,North America,AM,16,train
20241006T090738_003685,North Africa & Middle East,ME,1,train
20241006T165457_003658,North America,AM,1,train
20241007T082015_003686,North Africa & Middle East,ME,4,train
20241010T201028_003656,North America,AM,4,train
20241011T223625_003666,North America,AM,1,train
20241012T123436_003668,North Africa & Middle East,ME,1,train
20241012T215351_003667,North America,AM,4,train
20241014T201756_003690,North America,AM,1,train
20241015T114923_003697,North Africa & Middle East,ME,1,train
20241017T083946_003674,SE Asia,AS,1,test
20241019T100941_003675,North Africa & Middle East,ME,1,train
20241020T092144_003679,North Africa & Middle East,ME,4,train
20241020T170504_003677,North America,AM,16,train
20241026T061152_003688,North Africa & Middle East,ME,1,train
20241026T061204_003689,North Africa & Middle East,ME,1,train
20241026T172133_003687,South America & South Africa,SA,4,test
